Source.Name	Name	Mobile Number	Review Count	Rating	Catagory	Address	Website	Email Id	PlusCode	Closing Hours	latitude	latitude_1	Instagram Profile	Facebook Profile	Linkedin Profile	Twitter Profile	Images Folder
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian Kampung Rawa		8 reviews	4.5	Pawn shop in Central Jakarta	Pegadaian, Jl. Kp. Rw. Sawah No.27A, RT.12/RW.3, Kp. Rw., Kec. Johar Baru, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10550				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-61750466	1068596803					
PAWN SHOP JAWA TENGAH & JAKARTA	EcoRing Indonesia (Darmawangsa Jakarta) - Ahlinya Jual-beli Putus Barang Luxury Brand	81110002373	654 reviews	5	Second hand store in South Jakarta	Jl. Darmawangsa VI No.51-52, RT.5/RW.1, Pulo, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160	https://eco-ring.id/				-6180908199999999	1.068544461E+016	http://instagram.com/ecoring.id	https://www.facebook.com/ecoring.id			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian UPC Jembatan Dua	216620647	6 reviews	2.8	Pawn shop in West Jakarta	Jl. Dr. Latumenten No.3, Jembatan 2, Kel. Tambora, RT.3/RW.7, Angke, Tambora, West Jakarta City, Jakarta 11330				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-62546552	1.068013336E+016	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian Syariah Kramat Raya	213155550	81 reviews	3.7	Corporate office in Central Jakarta	Jl. Kramat Raya No.162, RT.2/RW.2, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430	http://www.pegadaiansyariah.co.id/			Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-6.1451561E+016	1067934358	https://www.instagram.com/pegadaiansyariahpusat/	https://www.facebook.com/PegadaianSyariahPusat			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian UPC Saharjo	218296724	10 reviews	3	Pawn shop in South Jakarta	Jl. Dr. Saharjo No.115 C, RT.1/RW.4, Manggarai Sel., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12860				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-6189976199999999	1068467347	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pawnshops UPC Psr Tebet Timur	218294452	1 review	1	Pawn shop in South Jakarta	Jl. Dr. Saharjo No.63, Manggarai, Jakarta Selatan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12790				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-61809613	1.068625156E+016	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	UPC Matraman Pawnshop	2185912263	12 reviews	4.6	Pawn shop in East Jakarta	Jl. Matraman Raya No..64, RT.10/RW.2, Kb. Manggis, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 10430				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-62182254	1068451915	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Bijak Gadai Head Office	87880001396	13 reviews	4	Pawn shop in West Jakarta	Raya, Jl. Raya Pos Pengumben Jl. Permata Boulevard Raya No.Ruko Blok AJ nomer 88, Daerah Khusus Ibukota Jakarta 11630	http://www.bijakgadai.com/			Monday 8.00 am–5.00 pm Tuesday 8.00 am–5.00 pm Wednesday 8.00 am–5.00 pm Thursday 8.00 am–5.00 pm Friday 8.00 am–5.00 pm Saturday 8.00 am–5.00 pm Sunday Closed	-6214614699999999	106844259	https://www.instagram.com/bijakgadai/	https://www.facebook.com/104426004979521			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian G-Lab Pusat	213903145	37 reviews	3.9	Pawn shop in Central Jakarta	Jl. Salemba Raya No.2 4, RT.2/RW.2, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430	https://sahabat.pegadaian.co.id/glab/			Monday 7.30 am–3.00 pm Tuesday 7.30 am–3.00 pm Wednesday 7.30 am–3.00 pm Thursday 7.30 am–3.00 pm Friday 7.30 am–3.00 pm Saturday 7.30 am–12.30 pm Sunday Closed	-62039881	1.068571412E+016	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian UPC Pasar Kramat Jat	2197914596				Pasar Keramat Jati Blok B, Los AKS No. 186, RT.7/RW.8, Tomang, Grogol petamburan, West Jakarta City, Jakarta 13510				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-62169237	1067607326	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian Syariah Pasar Djohar Baru	81383879366	10 reviews	4.6	Pawn shop in Central Jakarta	Jl. Percetakan Negara II No.6A, RT.2/RW.1, Johar Baru, Kec. Johar Baru, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10560				Monday 7.30 am–3.00 pm Tuesday 7.30 am–3.00 pm Wednesday 7.30 am–3.00 pm Thursday 7.30 am–3.00 pm Friday 7.30 am–3.00 pm Saturday 7.30 am–12.00 pm Sunday Closed	-61900553	10684662	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian Griya D Ros	2183705855	1 review	5	Pawn shop in South Jakarta	Jl. Tebet Raya No.84 C, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820	https://www.pegadaian.co.id/			Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-6170528399999999	1067901439	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian UPC Walang	2156971227	1 review	5	Pawn shop in Central Jakarta	Jl. Biak A No.10 Pertokoan Metro, RT.3/RW.6, Cideng, Gambir, Central Jakarta City, Jakarta 11120				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-61850083	1068558902	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian UPC Thamrin	213144938	1 review	5	Pawn shop in Central Jakarta	Jakarta, RT.13/RW.10, Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10110				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-6.2278105E+016	1068569934	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian UPC Anggrek		21 reviews	3.3	Pawn shop in West Jakarta	Raya No.8 09, Jl. Panjang Jl. Anggrek No.12 8, RT.10/RW.2, Kelapa Dua, Kebonjeruk, West Jakarta City, Jakarta 11550				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-6170287999999999	1068082584	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	PT. Pegadaian	213155550	7 reviews	4.6	Pawn shop in South Jakarta	QR8V+MPV, Jalan DR. Soepomo, RT.1/RW.2, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-62332845	1068442838	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian Mardani	214206460	3 reviews	4.7	Pawn shop in Central Jakarta	Jl. Mardani Raya No.38 1, RT.1/RW.13, Cemp. Putih Bar., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10520				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-61851861	1.068624405E+016	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian Syariah Kayu Manis	81388358685	4 reviews	4	Pawn shop in East Jakarta	Jl. Kayu Manis Timur No.4, RT.10/RW.1, Kayu Manis, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13130				Monday 8.30 am–3.00 pm Tuesday 8.30 am–3.00 pm Wednesday 8.30 am–3.00 pm Thursday 8.30 am–3.00 pm Friday 8.30 am–3.00 pm Saturday 8.30 am–12.00 pm Sunday Closed	-62332655	1.068566928E+016					
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian Mall Seasons City	2163862602	5 reviews	3.4	Pawn shop in West Jakarta	Mall Seasons City Lantai GF1 Blok C12 No 1 dan 2, RT.11/RW.1, Jemb. Besi, Kec. Tambora, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11320				Monday 10.00 am–4.30 pm Tuesday 10.00 am–4.30 pm Wednesday 10.00 am–4.30 pm Thursday 10.00 am–4.30 pm Friday 10.00 am–4.30 pm Saturday Closed Sunday Closed	-6195537799999999	1068610616					
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian UPC Kwitang	2131903961	4 reviews	4.8	Pawn shop in Central Jakarta	Jalan Kramat Kwitang I No. 44, RT. 04 / RW. 05, Kwitang, Senen, RT.1/RW.9, Kwitang, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10420				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-61533799	1067959812	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Gadai Mas Rawamangun	2122868443	22 reviews	4.5	Pawn shop in East Jakarta	1, Jl. Paus No.8, RT.2/RW.7, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220	https://gadaimas.com/			Monday 9.00 am–4.00 pm Tuesday 9.00 am–4.00 pm Wednesday 9.00 am–4.00 pm Thursday 9.00 am–4.00 pm Friday 9.00 am–4.00 pm Saturday 9.00 am–1.00 pm Sunday Closed	-6.2416983E+016	1068174581	https://www.instagram.com/gadai.mas/		https://id.linkedin.com/in/b-vignetia-idea-h-424a12243		
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian UPC Kali Grogol	2153676970	1 review	5	Pawn shop in Central Jakarta	Jl. Kyai H. Mas Mansyur No.3 7, RT.3/RW.7, Duri Pulo, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10140				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-6184252	1068410111	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian UPC Kebon Kosong	2128702157	1 review	4	Pawn shop in Central Jakarta	Jl. Kebon Kosong Raya No.44, RT.9, Kb. Kosong, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-61950141	1.068908923E+016	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pusat Gadai Pos Pengumben	81807483900	26 reviews	4.5	Pawn shop in West Jakarta	Jl. Raya Pos Pengumben No.6, RT.11/RW.3, Srengseng, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11630	http://www.bijakgadai.com/			Monday 8.00 am–7.00 pm Tuesday 8.00 am–7.00 pm Wednesday 8.00 am–7.00 pm Thursday 8.00 am–7.00 pm Friday 8.00 am–7.00 pm Saturday 8.00 am–7.00 pm Sunday Closed	-61654028	1068010037	https://www.instagram.com/bijakgadaipospengumben	https://www.facebook.com/104426004979521			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian UPC Pasar Cipete	217227917	7 reviews	4	Pawn shop in South Jakarta	Pasar Jaya Graha Cipete Lantai Dasar Blok L.01 AKS 023, Jl. Fatmawati Raya, RT.6/RW.5, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12550				Monday 9.00 am–2.00 pm Tuesday 9.00 am–2.00 pm Wednesday 9.00 am–2.00 pm Thursday 9.00 am–2.00 pm Friday 9.00 am–2.00 pm Saturday 9.00 am–12.00 pm Sunday Closed	-6166279599999999	1068484805	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian UPS Kayumanis	2185914975	4 reviews	4	Pawn shop in East Jakarta	Jl. Kayu Manis Timur No.11-17, Utan Kayu Utara, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13130				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-6217597	1067607343	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian UPC Blok M	212700553	7 reviews	4.6	Pawn shop in South Jakarta	Jl. Panglima Polim No.3 2, RT.2/RW.1, Pulo, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-6260378299999999	1067968947	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian UPC Pasar Johar	214205816	10 reviews	4.2	Pawn shop in Central Jakarta	Jl. Perc Negara II No.14, RT.11/RW.6, Johar Baru, Kec. Johar Baru, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570				Monday 7.30 am–3.00 pm Tuesday 7.30 am–3.00 pm Wednesday 7.30 am–3.00 pm Thursday 7.30 am–3.00 pm Friday 7.30 am–3.00 pm Saturday 7.30 am–12.00 pm Sunday Closed	-6195607799999999	106861086	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian Blok A	212700553	43 reviews	4.4	Pawn shop in South Jakarta	Jl. Petogogan II No.3 8, RT.8/RW.6, Gandaria Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-62551996	1067976491	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian Gunung Sahari	216405278	20 reviews	4.6	Pawn shop in North Jakarta	Jl. Gn. Sahari A No.13, RT.1/RW.1, Pademangan Bar., Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14420	https://www.pegadaian.co.id/			Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-61872913	1068565062	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian UPC Ancol Sel	216457103				Jl. Ancol Selatan No. 14, Kel. Sunter Agung, RT.5/RW.8, Pasar Manggis, Setiabudi, South Jakarta City, Jakarta 14321				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-6254887500000001	1.067970777E+016	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian Upc Pasar Pulung					Lion Tower, Jl. Gajah Mada, RT.1/RW.2, Petojo Utara, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10130					-6140490000000001	1.068334434E+016					
PAWN SHOP JAWA TENGAH & JAKARTA	UPC Bendungan Jago Pawnshops	214243217	4 reviews	3.5	Pawn shop in Central Jakarta	Jl. Bendungan Jago, RT. 05/03, Serdang, RT.16/RW.3, Serdang, Jakarta Pusat, Central Jakarta City, Jakarta 10650				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-61616146	1.068574887E+016	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Gadai Mobil Cepat	81298649849	2 reviews	5	Pawn shop in North Jakarta	Bursa Mobil Kemayoran Jl.Industri Raya.33, Blok S No.1, RT.13/RW.6, Kb. Kosong, Kec. Kemayoran, Jkt Utara, Daerah Khusus Ibukota Jakarta 10620	https://gadaimobilcepat.com/			Monday 8.00 am–5.00 pm Tuesday 8.00 am–5.00 pm Wednesday 8.00 am–5.00 pm Thursday 8.00 am–5.00 pm Friday 8.00 am–5.00 pm Saturday 8.00 am–5.00 pm Sunday Closed	-6.151748E+016	1.0684372E+016	https://www.instagram.com/gadaimobilcepatt/				
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian UPC Tambak	2131902604	9 reviews	3	Pawn shop in Central Jakarta	Jl. Tambak No.2 9, RT.9/RW.5, Pegangsaan, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-62039725	1068490922	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian UPS Mediterania	2191364009	5 reviews	5	Pawn shop in Central Jakarta	Apartemen Mediterania Kios Giant C2, Kemayoran, RT.12/RW.7, Kebon Kosong, Kemayoran, Central Jakarta City, Jakarta 10630				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-61563067	1068547133	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian syariah Apartemen Mediterania Palace	81808595764	16 reviews	5	Pawn shop in Central Jakarta	Apartemen Mediterania selatan Giant kios c2 Apartement Mediterania Palace Residence, RT.13/RW.6, Kb. Kosong, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-61551557	1068527635	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian UPC Atrium Senen	213502181	15 reviews	3.9	Pawn shop in Central Jakarta	LT. No.30, Jl. Senen Raya No.ATRIUM PLAZA, RT.3/RW.2, Senen, Central Jakarta City, Jakarta 10410				Monday 10.00 am–5.00 pm Tuesday 10.00 am–5.00 pm Wednesday 10.00 am–5.00 pm Thursday 10.00 am–5.00 pm Friday 10.00 am–5.00 pm Saturday 10.00 am–12.00 pm Sunday Closed	-6.1762427E+016	106839569					
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian Syariah UPS Taman Solo	81389191077	35 reviews	4.3	Pawn shop in Central Jakarta	Jl Cempaka Putih Tengah 27 No 55. Dibelakang indomaret dekat RM Simpang Raya, RT.7/RW.6, Cemp. Putih Tim., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10510	http://www.pegadaian.co.id/			Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-61955608	1068699791	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Udiganda Peggadaian Jaminan BPKB	214208550	5 reviews	5	Pawn shop in Central Jakarta	Jl. Mardani Raya No.3 1, RT.1/RW.10, Cemp. Putih Bar., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10560				Monday 8.30 am–3.00 pm Tuesday 8.30 am–3.00 pm Wednesday 8.30 am–3.00 pm Thursday 8.30 am–3.00 pm Friday 8.30 am–3.00 pm Saturday Closed Sunday Closed	-61766592	1.068719927E+016					
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian UPC Psr Gembrong	214200179				Pasar Gembrong, Jalan Pangkalan Asem RT. 04 / RW. 05, Cempaka Putih Barat, Cempaka Putih, RT.8/RW.2, Cemp. Putih Bar., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10520				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-6187809	1068638239	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian UPC Gang Cipulir 1	212700553				Jl. Ciledug Raya No.01 6, RT.6/RW.1, Cipulir, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 15153				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-6179742999999999	1068601927	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian UPC Cempaka Sari	214201603	5 reviews	4.2	Pawn shop in Central Jakarta	Jl. Cempaka Sari V No 1 Rt/rw. 01/09, RT.1/RW.9, Harapan Mulya, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-61813204	1068585114	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Pegadaian ITC CEMPAKA MAS	2142800714	13 reviews	3.2	Pawn shop in Central Jakarta	ITC Cempaka Mas, Jl. Letjen Suprapto Lt. LG, RW.8, Sumur Batu, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-6238144	1067775099	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAWA TENGAH & JAKARTA	Perum Pegadaian - UPC Pasar Jangkrik 2	2185913471	15 reviews	4.3	Pawn shop in East Jakarta	Jl. Kayu Manis Timur No.30, RT.7/RW.10, Utan Kayu Sel., Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13130				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-6168953	1068562225	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
